run_id,model,phase,prompt_idx,prompt_short,t_start_mono,t_end_mono,duration_ms,tokens_per_sec,prompt_tokens,prompt_tokens_per_sec,gen_tokens,gpu_mean_w,gpu_peak_w,gpu_energy_j,cpu_mean_pct,total_tokens,j_per_token,j_per_out_token
1,llama3.2:1b,load,14,Describe the pros and cons of renewable energy sources: sola,10610.684,10615.688,5003,171.7,46,5259.3,762,102.533,108.260,513.036,,808,0.634945153042826,0.6732751754049913
2,llama3.2:1b,load,0,What is the capital of France?,10616.007,10616.163,156,194.9,32,3814.7,8,85.540,85.540,13.353,,40,0.3338218366662359,1.6691091833311795
2,llama3.2:1b,load,1,What year was the C programming language created?,10616.574,10617.115,540,175.2,34,4058.1,68,62.560,65.480,33.800,,102,0.33136948853318854,0.49705423279978284
2,llama3.2:1b,load,2,Name three planets in our solar system.,10617.627,10617.865,237,179.4,33,3811.9,21,65.340,65.340,15.527,,54,0.2875392296705468,0.739386590581406
2,llama3.2:1b,load,3,What is 17 multiplied by 23?,10618.167,10618.661,494,174.8,34,4027.3,61,56.690,56.690,28.035,,95,0.2951059885316616,0.4595912936148828
2,llama3.2:1b,load,4,"Who wrote the novel ""1984""?",10618.699,10618.999,300,177.0,33,3945.0,31,70.370,70.370,21.162,,64,0.3306514828091483,0.6826353193479191
2,llama3.2:1b,load,5,Explain the difference between TCP and UDP in two sentences.,10619.229,10619.942,712,174.3,37,4259.7,94,76.565,78.740,54.585,,131,0.4166773035682532,0.5806885826323529
2,llama3.2:1b,load,6,What are the main advantages of using containers over virtua,10620.290,10622.998,2707,172.6,37,4205.8,401,94.202,106.520,255.043,,438,0.5822897682749881,0.6360172531282913
2,llama3.2:1b,load,7,Describe how HTTPS protects data in transit.,10623.458,10627.286,3828,171.9,33,3916.0,578,97.793,107.810,374.372,,611,0.6127200944239565,0.6477023835519679
2,llama3.2:1b,load,8,What is gradient descent and why is it used in machine learn,10627.725,10630.597,2872,172.5,38,4447.1,425,94.650,106.090,271.889,,463,0.587233025832874,0.6397385669661663
2,llama3.2:1b,load,9,Summarise the causes of World War I in three bullet points.,10630.899,10632.580,1681,173.1,39,4369.2,243,92.520,105.420,155.543,,282,0.5515696768899796,0.6400932052797295
2,llama3.2:1b,load,10,Write a Python function that checks whether a given string i,10633.025,10635.162,2136,173.2,45,5178.6,315,93.238,106.400,199.233,,360,0.5534238576657255,0.6324844087608292
2,llama3.2:1b,load,11,Explain how a transformer neural network works. Cover attent,10635.681,10641.695,6013,172.2,44,5152.5,925,101.414,108.530,609.898,,969,0.6294096983510146,0.6593491867050087
2,llama3.2:1b,load,12,Write a short story (about 200 words) about a robot who disc,10642.064,10643.710,1645,174.0,46,5216.9,239,90.957,106.090,149.698,,285,0.5252547955703402,0.6263498608265563
2,llama3.2:1b,load,13,List and briefly explain ten common software design patterns,10644.197,10648.139,3942,172.8,41,4746.2,592,96.961,106.740,382.232,,633,0.6038420990401022,0.645662244412812
2,llama3.2:1b,load,14,Describe the pros and cons of renewable energy sources: sola,10648.486,10653.268,4781,172.7,46,5269.1,721,100.732,107.220,481.629,,767,0.6279390996942961,0.6680017884403954
3,llama3.2:1b,load,0,What is the capital of France?,10653.274,10653.426,151,196.6,32,3925.2,8,106.640,106.640,16.166,,40,0.40414243779243775,2.0207121889621886
3,llama3.2:1b,load,1,What year was the C programming language created?,10653.812,10654.131,318,178.8,34,4125.8,35,79.270,79.270,25.271,,69,0.3662517749499112,0.722039213472682
3,llama3.2:1b,load,2,Name three planets in our solar system.,10654.347,10654.581,234,182.0,33,3964.0,21,61.600,61.600,14.422,,54,0.26707410302276713,0.6867619792014011
3,llama3.2:1b,load,3,What is 17 multiplied by 23?,10654.891,10655.155,264,180.3,34,4126.8,26,60.510,60.510,15.991,,60,0.26651241025839134,0.6150286390578261
3,llama3.2:1b,load,4,"Who wrote the novel ""1984""?",10655.424,10655.788,363,177.9,33,3985.3,41,57.130,57.130,20.782,,74,0.28083144966969315,0.5068665189160315
3,llama3.2:1b,load,5,Explain the difference between TCP and UDP in two sentences.,10655.959,10656.506,546,175.3,37,4276.0,69,71.535,78.560,39.125,,106,0.3691034133789825,0.5670284321474224
3,llama3.2:1b,load,6,What are the main advantages of using containers over virtua,10657.026,10660.652,3626,172.6,37,4330.7,551,93.414,107.490,338.754,,588,0.5761128811594354,0.6147992270812124
3,llama3.2:1b,load,7,Describe how HTTPS protects data in transit.,10660.705,10663.536,2831,173.3,33,3987.8,421,103.592,106.510,293.355,,454,0.6461558791873432,0.6968046773184176
3,llama3.2:1b,load,8,What is gradient descent and why is it used in machine learn,10663.983,10667.159,3176,171.9,38,4453.8,475,94.337,106.490,299.649,,513,0.5841107801898715,0.6308396426050612
3,llama3.2:1b,load,9,Summarise the causes of World War I in three bullet points.,10667.169,10669.025,1855,173.4,39,4390.7,269,102.840,106.830,190.834,,308,0.6195922397136265,0.7094215978877211
3,llama3.2:1b,load,10,Write a Python function that checks whether a given string i,10669.293,10671.645,2351,173.3,45,5162.6,347,95.560,106.150,224.727,,392,0.5732834076844994,0.6476285181911348
3,llama3.2:1b,load,11,Explain how a transformer neural network works. Cover attent,10671.928,10677.805,5876,171.5,44,5144.5,896,102.793,107.730,604.084,,940,0.6426421980188437,0.6742005202429834
3,llama3.2:1b,load,12,Write a short story (about 200 words) about a robot who disc,10678.320,10680.018,1697,172.2,46,5049.2,243,86.078,105.070,146.090,,289,0.505500155863202,0.6011915433928616
3,llama3.2:1b,load,13,List and briefly explain ten common software design patterns,10680.432,10683.971,3538,171.6,41,4673.8,532,97.164,107.110,343.849,,573,0.6000856682899185,0.646332872049104
3,llama3.2:1b,load,14,Describe the pros and cons of renewable energy sources: sola,10684.170,10689.314,5144,171.0,46,5257.9,768,101.837,106.190,523.922,,814,0.6436390054162254,0.6821903000114681
0,llama3.2:3b,idle,-1,IDLE_BASELINE,10722.988,10743.285,20297,0,0,0,0,9.028,9.520,183.245,,0,0,0
1,llama3.2:3b,load,0,What is the capital of France?,10743.286,10748.342,5056,58.9,32,6.7,8,9.040,9.790,45.708,,40,1.142695122407935,5.713475612039675
1,llama3.2:3b,load,1,What year was the C programming language created?,10748.613,10748.903,290,114.5,34,2338.2,19,20.630,20.630,5.984,,53,0.11290034522229207,0.31493254193586734
1,llama3.2:3b,load,2,Name three planets in our solar system.,10749.148,10749.449,301,117.3,33,2408.3,21,42.780,42.780,12.891,,54,0.2387262805250551,0.6138675784929989
1,llama3.2:3b,load,3,What is 17 multiplied by 23?,10749.680,10749.857,176,127.7,34,2475.0,8,60.820,60.820,10.762,,42,0.25624695577708345,1.345296517829688
1,llama3.2:3b,load,4,"Who wrote the novel ""1984""?",10750.214,10750.445,231,120.6,33,2421.8,13,59.690,59.690,13.813,,46,0.3002841205811123,1.0625438112870127
1,llama3.2:3b,load,5,Explain the difference between TCP and UDP in two sentences.,10750.747,10751.573,826,113.6,37,2680.1,75,67.325,80.720,55.618,,112,0.49659288243731675,0.7415787044397264
1,llama3.2:3b,load,6,What are the main advantages of using containers over virtua,10751.823,10755.587,3763,111.5,37,2716.6,377,115.239,126.460,433.754,,414,1.0477161487849729,1.150542402114002
1,llama3.2:3b,load,7,Describe how HTTPS protects data in transit.,10755.591,10760.578,4986,111.3,33,2370.9,503,125.863,128.530,627.669,,536,1.1710246520974323,1.2478513191336458
1,llama3.2:3b,load,8,What is gradient descent and why is it used in machine learn,10760.966,10766.037,5070,111.5,38,2764.2,513,121.541,130.450,616.307,,551,1.1185243963143208,1.2013780553005668
1,llama3.2:3b,load,9,Summarise the causes of World War I in three bullet points.,10766.221,10768.504,2282,112.6,39,2840.5,227,119.172,130.080,272.050,,266,1.0227443604081412,1.1984581492007294
1,llama3.2:3b,load,10,Write a Python function that checks whether a given string i,10768.842,10771.163,2321,112.4,45,3237.6,231,114.544,130.400,265.863,,276,0.963271101585818,1.150921316180458
1,llama3.2:3b,load,11,Explain how a transformer neural network works. Cover attent,10771.480,10779.674,8194,110.5,44,3191.7,830,126.001,132.080,1032.475,,874,1.181321455098442,1.243945725007275
1,llama3.2:3b,load,12,Write a short story (about 200 words) about a robot who disc,10780.011,10782.872,2861,112.2,46,3343.6,286,117.988,130.790,337.593,,332,1.01684738519852,1.1803962653353448
1,llama3.2:3b,load,13,List and briefly explain ten common software design patterns,10783.170,10790.782,7611,110.5,41,3011.9,773,126.433,131.970,962.365,,814,1.1822666791542031,1.2449742261727312
1,llama3.2:3b,load,14,Describe the pros and cons of renewable energy sources: sola,10791.090,10798.611,7520,109.7,46,3300.1,762,127.094,131.940,955.775,,808,1.1828903714129273,1.2542984515769622
2,llama3.2:3b,load,0,What is the capital of France?,10799.006,10799.184,178,125.7,32,2366.5,8,103.080,103.080,18.355,,40,0.45886573276597475,2.294328663829874
2,llama3.2:3b,load,1,What year was the C programming language created?,10799.537,10800.687,1149,112.0,34,2502.4,108,89.247,117.180,102.574,,142,0.7223549120354378,0.949762939898446
2,llama3.2:3b,load,2,Name three planets in our solar system.,10801.142,10801.442,299,116.6,33,2425.4,21,94.660,94.660,28.371,,54,0.5253873241143703,1.3509959762940948
2,llama3.2:3b,load,3,What is 17 multiplied by 23?,10801.690,10801.873,183,124.7,34,2476.4,8,70.170,70.170,12.851,,42,0.3059653601993003,1.6063181410463268
2,llama3.2:3b,load,4,"Who wrote the novel ""1984""?",10802.227,10803.051,823,113.1,33,2427.6,75,72.015,81.670,59.333,,108,0.5493823988258517,0.7911106543092264
2,llama3.2:3b,load,5,Explain the difference between TCP and UDP in two sentences.,10803.300,10804.266,966,112.2,37,2714.3,89,99.525,101.980,96.207,,126,0.7635485599512615,1.0809788601557184
2,llama3.2:3b,load,6,What are the main advantages of using containers over virtua,10804.361,10808.585,4224,110.9,37,2695.4,423,124.069,130.120,524.153,,460,1.1394629418595763,1.2391322771995392
2,llama3.2:3b,load,7,Describe how HTTPS protects data in transit.,10809.098,10814.553,5454,110.5,33,2422.0,548,120.501,130.830,657.235,,581,1.1312133793004175,1.1993338930174136
2,llama3.2:3b,load,8,What is gradient descent and why is it used in machine learn,10814.912,10820.005,5093,110.5,38,2781.5,514,123.239,131.670,627.739,,552,1.137208603889603,1.2212823917257993
2,llama3.2:3b,load,9,Summarise the causes of World War I in three bullet points.,10820.166,10822.501,2334,111.8,39,2838.0,231,120.824,130.510,282.083,,270,1.0447505333565572,1.2211369870401318
2,llama3.2:3b,load,10,Write a Python function that checks whether a given string i,10822.861,10824.944,2083,112.0,45,3307.9,205,109.865,130.290,228.881,,250,0.9155256068939783,1.1164946425536322
2,llama3.2:3b,load,11,Explain how a transformer neural network works. Cover attent,10824.984,10838.296,13311,108.4,44,3198.7,1346,131.175,132.710,1746.124,,1390,1.2562042987238566,1.2972689266167614
2,llama3.2:3b,load,12,Write a short story (about 200 words) about a robot who disc,10838.742,10841.379,2636,111.6,46,3393.5,262,116.530,130.700,307.281,,308,0.9976648623659239,1.1728273954530708
2,llama3.2:3b,load,13,List and briefly explain ten common software design patterns,10841.893,10846.683,4790,111.0,41,2959.1,482,120.025,131.870,574.942,,523,1.0993155603107272,1.192825805067449
2,llama3.2:3b,load,14,Describe the pros and cons of renewable energy sources: sola,10847.164,10854.314,7150,110.4,46,3393.5,721,124.180,131.250,887.910,,767,1.1576396707415109,1.2314974028553938
3,llama3.2:3b,load,0,What is the capital of France?,10854.599,10854.780,180,126.2,32,2335.9,8,113.700,113.700,20.520,,40,0.5130016741289092,2.565008370644546
3,llama3.2:3b,load,1,What year was the C programming language created?,10855.128,10856.148,1019,112.9,34,2466.5,95,75.980,81.390,77.458,,129,0.600449730498253,0.8153475287818384
3,llama3.2:3b,load,2,Name three planets in our solar system.,10856.186,10856.490,304,117.0,33,2381.1,21,113.140,113.140,34.439,,54,0.6377658324923963,1.639969283551876
3,llama3.2:3b,load,3,What is 17 multiplied by 23?,10856.784,10856.977,193,123.1,34,2514.6,9,94.900,94.900,18.346,,43,0.42665160317877926,2.038446548520834
3,llama3.2:3b,load,4,"Who wrote the novel ""1984""?",10857.319,10857.544,225,119.5,33,2425.0,13,63.740,63.740,14.374,,46,0.31248702941043793,1.1057233348369342
3,llama3.2:3b,load,5,Explain the difference between TCP and UDP in two sentences.,10857.857,10858.838,980,112.6,37,2739.1,91,69.190,81.140,67.850,,128,0.5300803188332083,0.7456074814357215
3,llama3.2:3b,load,6,What are the main advantages of using containers over virtua,10858.927,10863.308,4380,111.2,37,2703.8,441,125.021,130.980,547.699,,478,1.145814263740069,1.2419483402896894
3,llama3.2:3b,load,7,Describe how HTTPS protects data in transit.,10863.668,10868.373,4704,111.1,33,2414.9,477,122.132,132.050,574.625,,510,1.1267156877603426,1.2046645718192341
3,llama3.2:3b,load,8,What is gradient descent and why is it used in machine learn,10868.394,10874.497,6102,110.6,38,2800.9,619,130.015,132.430,793.437,,657,1.2076662086088064,1.2818040372471498
3,llama3.2:3b,load,9,Summarise the causes of World War I in three bullet points.,10874.804,10877.060,2256,111.5,39,2827.2,221,117.080,130.210,264.169,,260,1.0160332764076687,1.1953332663619631
3,llama3.2:3b,load,10,Write a Python function that checks whether a given string i,10877.486,10878.548,1061,112.5,45,3199.2,99,94.505,101.060,100.362,,144,0.6969607689057089,1.0137611184083037
3,llama3.2:3b,load,11,Explain how a transformer neural network works. Cover attent,10878.551,10891.915,13363,109.0,44,3194.6,1355,131.274,133.670,1754.292,,1399,1.2539613996284917,1.2946804413876456
3,llama3.2:3b,load,12,Write a short story (about 200 words) about a robot who disc,10892.259,10894.938,2679,112.3,46,3358.1,267,118.498,131.730,317.552,,313,1.0145430080710611,1.189333189236862
3,llama3.2:3b,load,13,List and briefly explain ten common software design patterns,10895.422,10900.082,4659,104.2,41,2985.1,440,115.693,131.280,539.115,,481,1.1208212689381356,1.2252614326346436
3,llama3.2:3b,load,14,Describe the pros and cons of renewable energy sources: sola,10900.555,10908.111,7556,106.7,46,2957.8,735,123.974,131.600,936.758,,781,1.1994341934553576,1.2745008232498427
0,mistral:7b,idle,-1,IDLE_BASELINE,10947.974,10968.108,20134,0,0,0,0,12.005,12.480,241.709,,0,0,0
1,mistral:7b,load,0,What is the capital of France?,10968.109,10969.244,1134,57.0,11,31.3,43,40.573,81.730,46.044,,54,0.8526579566609462,1.0707797595277
1,mistral:7b,load,1,What year was the C programming language created?,10969.708,10971.688,1979,56.4,13,535.9,108,110.688,130.950,219.161,,121,1.8112449522829943,2.0292651780207622
1,mistral:7b,load,2,Name three planets in our solar system.,10971.836,10972.151,315,59.2,12,468.2,16,120.460,120.460,37.988,,28,1.3567305429985272,2.374278450247423
1,mistral:7b,load,3,What is 17 multiplied by 23?,10972.368,10972.737,368,58.8,16,626.1,19,103.970,103.970,38.297,,35,1.0942028593110118,2.015636846099232
1,mistral:7b,load,4,"Who wrote the novel ""1984""?",10972.913,10973.974,1060,56.5,14,579.0,57,103.715,114.970,110.037,,71,1.5498160044015887,1.9304725668861895
1,mistral:7b,load,5,Explain the difference between TCP and UDP in two sentences.,10973.997,10976.788,2791,56.1,17,664.1,152,131.293,134.230,366.481,,169,2.1685268877947745,2.4110595002455057
1,mistral:7b,load,6,What are the main advantages of using containers over virtua,10977.204,10983.289,6085,55.7,16,623.2,332,128.461,136.060,781.686,,348,2.246224958862536,2.3544767641089233
1,mistral:7b,load,7,Describe how HTTPS protects data in transit.,10983.569,10989.658,6089,55.6,14,533.8,332,131.706,137.050,802.032,,346,2.318011450734722,2.415758921548836
1,mistral:7b,load,8,What is gradient descent and why is it used in machine learn,10989.901,10994.813,4911,55.8,17,663.1,268,131.381,137.340,645.255,,285,2.264052992191518,2.40766829393501
1,mistral:7b,load,9,Summarise the causes of World War I in three bullet points.,10995.175,10998.236,3061,56.0,18,705.0,167,126.422,137.460,387.007,,185,2.091929126511658,2.317406517393154
1,mistral:7b,load,10,Write a Python function that checks whether a given string i,10998.341,11004.605,6264,55.7,27,1059.1,342,135.069,136.920,846.107,,369,2.2929718415249107,2.473995934276877
1,mistral:7b,load,11,Explain how a transformer neural network works. Cover attent,11004.682,11018.362,13679,55.4,24,981.8,747,137.175,138.610,1876.530,,771,2.4338911919917705,2.512088499365
1,mistral:7b,load,12,Write a short story (about 200 words) about a robot who disc,11018.403,11023.829,5426,55.9,28,1071.6,297,136.565,138.460,741.048,,325,2.2801487532637656,2.495112272089979
1,mistral:7b,load,13,List and briefly explain ten common software design patterns,11024.240,11033.771,9530,55.7,21,838.8,522,133.868,138.420,1275.816,,543,2.3495695672547603,2.444092480879952
1,mistral:7b,load,14,Describe the pros and cons of renewable energy sources: sola,11034.227,11052.697,18469,55.0,28,1095.4,1001,135.856,138.730,2509.250,,1029,2.4385321122757495,2.5067428007310153
2,mistral:7b,load,0,What is the capital of France?,11053.172,11053.346,173,63.1,11,391.9,8,101.990,101.990,17.680,,19,0.9305434100393549,2.210040598843468
2,mistral:7b,load,1,What year was the C programming language created?,11053.702,11055.185,1482,56.2,13,516.1,80,101.110,129.990,149.884,,93,1.611650560887908,1.873543777032193
2,mistral:7b,load,2,Name three planets in our solar system.,11055.296,11058.140,2843,56.0,12,475.2,155,132.535,138.030,376.899,,167,2.256878976627656,2.431605090947216
2,mistral:7b,load,3,What is 17 multiplied by 23?,11058.501,11058.835,333,58.9,16,651.1,17,108.870,108.870,36.341,,33,1.1012447469959394,2.1377103912274116
2,mistral:7b,load,4,"Who wrote the novel ""1984""?",11059.042,11059.925,882,56.7,14,550.8,47,99.000,105.760,87.325,,61,1.4315516316886208,1.8579712666596992
2,mistral:7b,load,5,Explain the difference between TCP and UDP in two sentences.,11060.110,11061.607,1497,56.3,17,686.9,81,121.610,129.440,182.137,,98,1.85853813621284,2.2486016956649175
2,mistral:7b,load,6,What are the main advantages of using containers over virtua,11061.712,11067.797,6085,55.6,16,626.7,332,135.379,138.010,823.832,,348,2.367334301111429,2.481422701164992
2,mistral:7b,load,7,Describe how HTTPS protects data in transit.,11068.086,11076.223,8137,55.6,14,550.5,444,133.711,138.330,1088.090,,458,2.37574236165095,2.450653156838142
2,mistral:7b,load,8,What is gradient descent and why is it used in machine learn,11076.527,11080.683,4156,55.9,17,661.1,227,129.933,138.090,540.086,,244,2.2134679596026894,2.3792342825685298
2,mistral:7b,load,9,Summarise the causes of World War I in three bullet points.,11080.739,11086.056,5317,55.7,18,707.2,290,136.781,138.100,727.297,,308,2.361354856160567,2.5079217093015678
2,mistral:7b,load,10,Write a Python function that checks whether a given string i,11086.593,11092.024,5431,55.8,27,1058.4,297,128.192,137.980,696.229,,324,2.148856440915185,2.344207026452929
2,mistral:7b,load,11,Explain how a transformer neural network works. Cover attent,11092.376,11107.293,14916,55.2,24,926.2,811,134.834,137.670,2011.239,,835,2.4086694906469073,2.479949475573573
2,mistral:7b,load,12,Write a short story (about 200 words) about a robot who disc,11107.672,11114.217,6544,54.9,28,1041.9,352,130.994,137.520,857.345,,380,2.256171058645956,2.4356392110382474
2,mistral:7b,load,13,List and briefly explain ten common software design patterns,11114.518,11125.020,10502,52.1,21,811.5,538,131.430,134.910,1380.331,,559,2.4692870085230036,2.5656718174058715
2,mistral:7b,load,14,Describe the pros and cons of renewable energy sources: sola,11125.204,11146.638,21433,51.8,28,1062.9,1094,133.749,135.370,2866.692,,1122,2.5549841465292293,2.620376793789575
3,mistral:7b,load,0,What is the capital of France?,11146.781,11148.081,1299,53.3,11,359.7,66,124.087,125.690,161.300,,77,2.0947997127388414,2.443932998195315
3,mistral:7b,load,1,What year was the C programming language created?,11148.367,11149.546,1178,53.4,13,501.1,60,120.293,134.790,141.794,,73,1.942388543638991,2.3632393947607726
3,mistral:7b,load,2,Name three planets in our solar system.,11149.993,11150.325,331,55.8,12,463.3,16,101.700,101.700,33.705,,28,1.2037531483276909,2.106568009573459
3,mistral:7b,load,3,What is 17 multiplied by 23?,11150.533,11150.885,352,55.5,16,596.4,17,84.960,84.960,29.969,,33,0.9081403672592502,1.7628607129150151
3,mistral:7b,load,4,"Who wrote the novel ""1984""?",11151.064,11152.592,1528,53.1,14,527.7,78,112.963,126.540,172.649,,92,1.8766165610125258,2.2134451745275947
3,mistral:7b,load,5,Explain the difference between TCP and UDP in two sentences.,11152.686,11154.355,1669,52.9,17,658.6,85,129.265,133.510,215.767,,102,2.115367320910108,2.5384407850921296
3,mistral:7b,load,6,What are the main advantages of using containers over virtua,11154.850,11164.833,9982,52.1,16,606.8,512,129.588,134.870,1293.679,,528,2.450148795744816,2.526715945611841
3,mistral:7b,load,7,Describe how HTTPS protects data in transit.,11164.913,11173.255,8342,52.1,14,523.7,427,132.774,134.640,1107.698,,441,2.511787369767892,2.5941410540225767
3,mistral:7b,load,8,What is gradient descent and why is it used in machine learn,11173.355,11180.376,7020,52.1,17,653.5,359,131.337,133.510,922.116,,376,2.4524352945517336,2.568567327998473
3,mistral:7b,load,9,Summarise the causes of World War I in three bullet points.,11180.746,11184.960,4214,52.4,18,661.3,216,126.338,133.320,532.457,,234,2.2754589606469096,2.4650805407008187
3,mistral:7b,load,10,Write a Python function that checks whether a given string i,11185.474,11193.644,8170,52.1,27,999.2,418,128.091,133.940,1046.531,,445,2.35175583636184,2.5036635100024376
3,mistral:7b,load,11,Explain how a transformer neural network works. Cover attent,11193.943,11205.583,11640,52.0,24,955.8,596,131.353,134.490,1528.953,,620,2.466052456455696,2.5653565822190125
3,mistral:7b,load,12,Write a short story (about 200 words) about a robot who disc,11206.048,11212.295,6246,52.3,28,1065.6,321,127.046,134.480,793.591,,349,2.273898657618366,2.4722449579713697
3,mistral:7b,load,13,List and briefly explain ten common software design patterns,11212.339,11223.145,10806,52.0,21,842.4,553,133.146,134.400,1438.821,,574,2.5066559764495904,2.6018454439097014
3,mistral:7b,load,14,Describe the pros and cons of renewable energy sources: sola,11223.436,11243.858,20422,51.6,28,1054.8,1038,132.084,133.960,2697.491,,1066,2.530479782740358,2.5987393529876894
0,phi4-mini:3.8b,idle,-1,IDLE_BASELINE,11288.705,11309.240,20535,0,0,0,0,16.549,17.420,339.848,,0,0,0
1,phi4-mini:3.8b,load,0,What is the capital of France?,11309.241,11310.230,989,87.6,10,31.0,44,19.880,23.750,19.662,,54,0.3641051208874086,0.446856284725456
1,phi4-mini:3.8b,load,1,What year was the C programming language created?,11310.317,11312.553,2236,86.4,12,771.5,167,100.823,124.850,225.513,,179,1.2598502773211337,1.3503784409609758
1,phi4-mini:3.8b,load,2,Name three planets in our solar system.,11312.582,11312.862,279,92.9,11,715.0,13,125.780,125.780,35.210,,24,1.4670754839933398,2.7084470473723194
1,phi4-mini:3.8b,load,3,What is 17 multiplied by 23?,11313.110,11313.776,665,87.8,12,765.7,43,93.835,100.480,62.469,,55,1.1358019711810294,1.452769963138526
1,phi4-mini:3.8b,load,4,"Who wrote the novel ""1984""?",11314.177,11315.409,1231,87.0,11,760.2,88,92.707,110.190,114.194,,99,1.1534754077180902,1.2976598336828515
1,phi4-mini:3.8b,load,5,Explain the difference between TCP and UDP in two sentences.,11315.771,11316.844,1073,87.1,14,948.8,76,99.900,107.570,107.194,,90,1.191043486500075,1.4104462340132469
1,phi4-mini:3.8b,load,6,What are the main advantages of using containers over virtua,11317.346,11322.697,5350,85.6,15,1021.7,413,118.971,128.780,636.604,,428,1.4873936688036637,1.54141523062462
1,phi4-mini:3.8b,load,7,Describe how HTTPS protects data in transit.,11323.132,11326.815,3682,86.2,11,715.0,283,117.694,129.980,433.459,,294,1.4743513536417763,1.5316582967161916
1,phi4-mini:3.8b,load,8,What is gradient descent and why is it used in machine learn,11327.337,11331.844,4507,85.9,16,1003.8,347,119.216,130.870,537.341,,363,1.4802788288753073,1.5485337604660994
1,phi4-mini:3.8b,load,9,Summarise the causes of World War I in three bullet points.,11332.089,11333.027,938,87.1,17,1095.2,65,106.105,109.780,99.527,,82,1.2137457740799473,1.531186976531626
1,phi4-mini:3.8b,load,10,Write a Python function that checks whether a given string i,11333.172,11336.905,3732,86.0,23,865.6,284,122.814,131.130,458.394,,307,1.4931400891988424,1.6140634062818473
1,phi4-mini:3.8b,load,11,Explain how a transformer neural network works. Cover attent,11337.429,11340.862,3433,86.0,21,1340.8,262,116.204,130.840,398.934,,283,1.409661032636021,1.5226491306717327
1,phi4-mini:3.8b,load,12,Write a short story (about 200 words) about a robot who disc,11341.130,11344.748,3617,85.8,24,1542.2,276,121.920,130.960,441.089,,300,1.4702972493923678,1.598149184122139
1,phi4-mini:3.8b,load,13,List and briefly explain ten common software design patterns,11344.907,11349.506,4598,85.9,19,1212.7,351,124.291,131.050,571.591,,370,1.5448418445395442,1.6284657620502319
1,phi4-mini:3.8b,load,14,Describe the pros and cons of renewable energy sources: sola,11349.665,11353.838,4173,85.7,23,1481.4,319,124.379,131.320,519.060,,342,1.5177184483562922,1.6271464242565892
2,phi4-mini:3.8b,load,0,What is the capital of France?,11353.900,11354.915,1014,87.1,10,654.3,71,123.410,129.810,125.211,,81,1.5458122948345578,1.763532336360552
2,phi4-mini:3.8b,load,1,What year was the C programming language created?,11354.976,11357.089,2113,86.5,12,779.8,158,120.688,131.290,255.081,,170,1.5004739532139042,1.6144340002934414
2,phi4-mini:3.8b,load,2,Name three planets in our solar system.,11357.111,11359.409,2297,86.8,11,695.9,173,125.952,131.620,289.361,,184,1.5726147015912297,1.6726075438889378
2,phi4-mini:3.8b,load,3,What is 17 multiplied by 23?,11359.812,11362.035,2223,86.2,12,802.3,165,112.236,129.320,249.540,,177,1.4098301619154407,1.5123632646002
2,phi4-mini:3.8b,load,4,"Who wrote the novel ""1984""?",11362.471,11365.174,2702,86.3,11,707.7,205,116.310,131.220,314.374,,216,1.45543516133917,1.5335316821915157
2,phi4-mini:3.8b,load,5,Explain the difference between TCP and UDP in two sentences.,11365.619,11367.105,1486,87.1,14,887.1,109,99.173,111.920,147.380,,123,1.1982151208051632,1.3521143106333493
2,phi4-mini:3.8b,load,6,What are the main advantages of using containers over virtua,11367.214,11373.296,6081,85.7,15,959.7,471,127.317,130.780,774.321,,486,1.5932522183555144,1.6439927348636518
2,phi4-mini:3.8b,load,7,Describe how HTTPS protects data in transit.,11373.544,11377.715,4171,85.9,11,718.0,321,122.646,131.460,511.629,,332,1.5410525003175157,1.5938611529763713
2,phi4-mini:3.8b,load,8,What is gradient descent and why is it used in machine learn,11377.790,11381.015,3225,86.5,16,1034.9,247,126.590,131.660,408.278,,263,1.552386543775679,1.6529459960040631
2,phi4-mini:3.8b,load,9,Summarise the causes of World War I in three bullet points.,11381.492,11382.858,1365,87.0,17,1085.8,99,97.110,110.850,132.579,,116,1.1429185178607788,1.3391772532510136
2,phi4-mini:3.8b,load,10,Write a Python function that checks whether a given string i,11383.097,11386.671,3574,86.5,23,1468.1,273,121.177,130.170,433.101,,296,1.4631784185427195,1.5864498603979669
2,phi4-mini:3.8b,load,11,Explain how a transformer neural network works. Cover attent,11386.779,11392.217,5437,86.1,21,1349.0,423,127.485,132.240,693.214,,444,1.561292673498619,1.6388036572893305
2,phi4-mini:3.8b,load,12,Write a short story (about 200 words) about a robot who disc,11392.620,11396.147,3527,86.3,24,1551.5,271,119.410,132.020,421.182,,295,1.4277367903687275,1.5541784249401278
2,phi4-mini:3.8b,load,13,List and briefly explain ten common software design patterns,11396.430,11403.216,6785,85.7,19,1158.7,528,127.162,132.500,862.847,,547,1.5774170377049828,1.634180150804215
2,phi4-mini:3.8b,load,14,Describe the pros and cons of renewable energy sources: sola,11403.430,11407.049,3619,86.3,23,1530.8,278,123.167,132.040,445.753,,301,1.4809062157973583,1.6034272336510966
3,phi4-mini:3.8b,load,0,What is the capital of France?,11407.188,11423.440,16251,83.9,10,645.9,1251,129.916,131.960,2111.326,,1261,1.6743267435569165,1.6877106503799135
